time vel_channel vel_finger vel_lid reacted flux_finger_advection flux_finger_diffusion flux_inlet_advection flux_inlet_diffusion flux_outlet_advection mass_total mass_finger
189000 0.00263534 2.49718e-07 3.18949e-06 0.126504 1.49376e-06 0.133748 3.02413 0.246857 0.718256 502147 1561.83
190000 0.00264348 2.50529e-07 3.19978e-06 0.126922 1.4982e-06 0.134174 3.03348 0.245069 0.731158 504573 1566.98
191000 0.00265159 2.51342e-07 3.21008e-06 0.12734 1.50264e-06 0.134602 3.0428 0.243303 0.744113 506992 1572.14
192000 0.00265968 2.52155e-07 3.22039e-06 0.127758 1.50708e-06 0.135029 3.05209 0.241558 0.757121 509406 1577.3
193000 0.00266774 2.52968e-07 3.23071e-06 0.128176 1.51152e-06 0.135457 3.06136 0.239834 0.770181 511814 1582.46
194000 0.00267579 2.53782e-07 3.24103e-06 0.128595 1.51596e-06 0.135886 3.07061 0.23813 0.783289 514216 1587.63
195000 0.00268381 2.54596e-07 3.25136e-06 0.129014 1.5204e-06 0.136315 3.07982 0.236446 0.796446 516612 1592.79
196000 0.00269181 2.55411e-07 3.26169e-06 0.129433 1.52483e-06 0.136744 3.08902 0.234783 0.809649 519002 1597.97
197000 0.00269979 2.56227e-07 3.27203e-06 0.129852 1.52927e-06 0.137174 3.09819 0.233139 0.822896 521386 1603.14
198000 0.00270775 2.57042e-07 3.28238e-06 0.130272 1.5337e-06 0.137604 3.10733 0.231514 0.836188 523764 1608.32
199000 0.00271568 2.57859e-07 3.29273e-06 0.130692 1.53813e-06 0.138035 3.11645 0.229909 0.849521 526135 1613.5
200000 0.00272359 2.58676e-07 3.30309e-06 0.131112 1.54256e-06 0.138466 3.12554 0.228322 0.862895 528500 1618.69
201000 0.00273149 2.59493e-07 3.31346e-06 0.131533 1.54699e-06 0.138898 3.13461 0.226755 0.876308 530859 1623.87
202000 0.00273936 2.60312e-07 3.32384e-06 0.131954 1.55141e-06 0.13933 3.14365 0.225205 0.88976 533212 1629.07
